Country,Unit Of Currency,Currency Code,Sterling value of Currency Unit £,Currency Units per £1
Abu Dhabi,Dirham,AED,0.2134,4.6865
Albania,Lek,ALL,0.0084,118.5071
Algeria,Dinar,DZD,0.0058,171.2515
Angola,Readj Kwanza,AOA,0.0009,1142.7772
Antigua,E Caribbean Dollar,XCD,0.2899,3.4492
Argentina,Peso,ARS,0.0008,1217.9017
Armenia,Dram,AMD,0.0020,498.7257
Aruba,Florin,AWG,0.4378,2.2842
Australia,Dollar,AUD,0.5132,1.9484
Azerbaijan,New Manat,AZN,0.4609,2.1695
Bahamas,Dollar,BSD,0.7836,1.2761
Bahrain,Dinar,BHD,2.0842,0.4798
Bangladesh,Taka,BDT,0.0067,150.1340
Barbados,Dollar,BBD,0.3918,2.5522
Belarus,Rouble,BYN,0.2397,4.1725
Belize,Dollar,BZD,0.3883,2.5754
Benin,CFA Franc,XOF,0.0013,779.2766
Bermuda,Dollar (US),BMD,0.7836,1.2761
Bhutan,Ngultrum,BTN,0.0093,107.5451
Bolivia,Boliviano,BOB,0.1135,8.8143
Bosnia- Herzegovinia,Marka,BAM,0.4304,2.3235
Botswana,Pula,BWP,0.0577,17.3220
Brazil,Real,BRL,0.1413,7.0787
Brunei,Dollar,BND,0.5856,1.7076
Bulgaria,Lev,BGN,0.4304,2.3235
Burkina Faso,CFA Franc,XOF,0.0013,779.2766
Burundi,Franc,BIF,0.0003,3704.2571
Cambodia,Riel,KHR,0.0002,5177.2589
Cameroon Republic,CFA Franc,XAF,0.0013,779.2766
Canada,Dollar,CAD,0.5654,1.7685
Cape Verde Islands,Escudo,CVE,0.0076,131.0007
Cayman Islands,Dollar,KYD,0.9522,1.0503
Central African Republic,CFA Franc,XAF,0.0013,779.2766
Chad,CFA Franc,XAF,0.0013,779.2766
Chile,Peso,CLP,0.0008,1212.8879
China,Yuan,CNY,0.1086,9.2102
Colombia,Peso,COP,0.0002,5254.5218
Comoros,Franc,KMF,0.0017,584.4575
Congo (Brazaville),CFA Franc,XAF,0.0013,779.2766
Congo (DemRep),Congo Fr,CDF,0.0003,3616.3107
Costa Rica,Colon,CRC,0.0015,652.5006
Cote d'Ivoire,CFA Franc,XOF,0.0013,779.2766
Cuba,Peso,CUP,0.0327,30.5973
Czech Republic,Koruna,CZK,0.0335,29.8575
Denmark,Krone,DKK,0.1128,8.8626
Djibouti,Franc,DJF,0.0044,226.9885
Dominica,E Caribbean Dollar,XCD,0.2899,3.4492
Dominican Republic,Peso,DOP,0.0131,76.4915
Dubai,Dirham,AED,0.2134,4.6865
Egypt,Pound,EGP,0.0161,62.2873
El Salvador,Colon,SVC,0.0896,11.1658
Equatorial Guinea,CFA Franc,XAF,0.0013,779.2766
Eritrea,Nakfa,ERN,0.0522,19.1414
Ethiopia,Birr,ETB,0.0083,120.5906
Eurozone,Euro,EUR,0.8418,1.1880
Fiji Islands,Dollar,FJD,0.3467,2.8841
Fr. Polynesia,CFP Franc,XPF,0.0071,141.7661
Gabon,CFA Franc,XAF,0.0013,779.2766
Gambia,Dalasi,GMD,0.0112,89.0468
Georgia,Lari,GEL,0.2853,3.5056
Ghana,Cedi,GHS,0.0522,19.1524
Grenada,E Caribbean Dollar,XCD,0.2899,3.4492
Guatemala,Quetzal,GTQ,0.1012,9.8787
Guinea Bissau,CFA Franc,XOF,0.0013,779.2766
Guinea Republic,Franc,GNF,0.0001,11000.1648
Guyana,Dollar,GYD,0.0038,266.3715
Haiti,Gourde,HTG,0.0059,168.1950
Honduras,Lempira,HNL,0.0314,31.8718
Hong Kong,Dollar,HKD,0.1005,9.9483
Hungary,Forint,HUF,0.0021,473.9989
Iceland,Krona,ISK,0.0057,176.7234
India,Rupee,INR,0.0093,107.5451
Indonesia,Rupiah,IDR,0.0000,20372.3833
Iraq,Dinar,IQD,0.0006,1669.4337
Israel,Shekel,ILS,0.2128,4.6982
Jamaica,Dollar,JMD,0.0050,199.9174
Japan,Yen,JPY,0.0051,195.1309
Jordan,Dinar,JOD,1.1053,0.9048
Kazakhstan,Tenge,KZT,0.0016,612.4566
Kenya,Schilling,KES,0.0060,165.9402
Kuwait,Dinar,KWD,2.5526,0.3918
Kyrgyz Republic,Som,KGS,0.0090,110.8580
Lao People's Dem Rep,Kip,LAK,0.0000,27795.2683
Lebanon,Pound,LBP,0.0000,115041.2680
Lesotho,Loti,LSL,0.0430,23.2338
Liberia,Dollar,LRD,0.0041,245.9745
Libya,Dinar,LYD,0.1618,6.1813
Macao,Pataca,MOP,0.0976,10.2468
Macedonia,Denar,MKD,0.0137,73.0898
Madagascar,Malagasy Ariary,MGA,0.0002,5830.2772
Malawi,Kwacha,MWK,0.0005,2206.6241
Malaysia,Ringgit,MYR,0.1730,5.7818
Maldive Islands,Rufiyaa,MVR,0.0508,19.6749
Mali Republic,CFA Franc,XOF,0.0013,779.2766
Mauritania,Ouguiya,MRU,0.0198,50.5870
Mauritius,Rupee,MUR,0.0169,59.1331
Mexico,Mexican Peso,MXN,0.0416,24.0405
Moldova,Leu,MDL,0.0437,22.8618
Mongolia,Tugrik,MNT,0.0002,4353.6157
Montserrat,E Caribbean Dollar,XCD,0.2899,3.4492
Morocco,Dirham,MAD,0.0789,12.6719
Mozambique,Metical,MZN,0.0123,81.4848
Myanmar,Kyat,MMK,0.0004,2678.5767
Nepal,Rupee,NPR,0.0058,172.1529
New Caledonia,CFP Franc,XPF,0.0071,141.7661
New Zealand,Dollar,NZD,0.4676,2.1385
Nicaragua,Gold Cordoba,NIO,0.0213,46.9402
Nigeria,Naira,NGN,0.0005,1952.5602
Niger Republic,CFA Franc,XOF,0.0013,779.2766
Norway,Norwegian Krone,NOK,0.0721,13.8680
Oman,Rial,OMR,2.0356,0.4912
Pakistan,Rupee,PKR,0.0028,355.2346
Panama,Balboa,PAB,0.7836,1.2761
Papua New Guinea,Kina,PGK,0.2001,4.9982
Paraguay,Guarani,PYG,0.0001,9769.9335
Peru,New Sol,PEN,0.2091,4.7828
Philippines,Peso,PHP,0.0136,73.7153
Poland,Zloty,PLN,0.1963,5.0954
Qatar,Riyal,QAR,0.2153,4.6450
Romania,New Leu,RON,0.1692,5.9105
Russia,Rouble,RUB,0.0084,119.0815
Rwanda,Franc,RWF,0.0006,1707.6789
Saudi Arabia,Riyal,SAR,0.2090,4.7854
Senegal,CFA Franc,XOF,0.0013,779.2766
Serbia,Dinar,RSD,0.0072,139.1030
Seychelles,Rupee,SCR,0.0563,17.7542
Sierra Leone,Leone,SLE,0.0346,28.8823
Singapore,Dollar,SGD,0.5856,1.7076
Soloman Islands,Dollar,SBD,0.0937,10.6716
Somali Republic,Schilling,SOS,0.0014,727.6550
South Africa,Rand,ZAR,0.0430,23.2338
South Korea,Won,KRW,0.0006,1765.6406
Sri Lanka,Rupee,LKR,0.0026,381.5875
St Christopher & Anguilla,E Caribbean Dollar,XCD,0.2899,3.4492
St Lucia,E Caribbean Dollar,XCD,0.2899,3.4492
St Vincent,E Caribbean Dollar,XCD,0.2899,3.4492
Sudan Republic,Pound,SDG,0.0013,764.1306
Surinam,Dollar,SRD,0.0237,42.2344
Swaziland,Lilangeni,SZL,0.0430,23.2338
Sweden,Krona,SEK,0.0736,13.5883
Switzerland,Franc,CHF,0.8839,1.1313
Taiwan,Dollar,TWD,0.0242,41.2762
Tanzania,Schilling,TZS,0.0003,3348.8488
Thailand,Baht,THB,0.0224,44.6333
Togo Republic,CFA Franc,XOF,0.0013,779.2766
Tonga Islands,Pa'anga (AUS),TOP,0.3293,3.0369
Trinidad/Tobago,Dollar,TTD,0.1155,8.6570
Tunisia,Dinar,TND,0.2510,3.9845
Turkey,Turkish  Lira,TRY,0.0231,43.2253
Turkmenistan,New Manat,TMT,0.2239,4.4663
UAE,Dirham,AED,0.2134,4.6865
Uganda,Schilling,UGX,0.0002,4755.8937
Ukraine,Hryvnia,UAH,0.0191,52.2740
Uruguay,Peso,UYU,0.0191,52.3413
USA,Dollar,USD,0.7836,1.2761
Uzbekistan,Sum,UZS,0.0001,16257.1050
Vanuatu,Vatu,VUV,0.0065,153.7888
Vietnam,Dong,VND,0.0000,32234.2926
Wallis & Futuna Islands,CFP Franc,XPF,0.0071,141.7661
Western Samoa,Tala,WST,0.2834,3.5286
Yemen (Rep of),Rial,YER,0.0031,319.0102
Zambia,Kwacha,ZMW,0.0295,33.9239
